,time,n-xpos,n-ypos,t-xpos,t-ypos,c-xpos,c-ypos,c-xvel,c-yvel,c-xacc,c-yacc,c-speed,c-scacc,a-pos,a-vel,time-aligned
0,-1.0,0.0962199299457964,0.3646868762194482,0.045638980156265,0.2301679122616208,0.0709294550510307,0.2974273942405345,,,,,,,69.39306045984097,,-1.1612814999999728
1,-0.9664429530201344,0.0974104038985193,0.3687923218027364,0.054553622536251,0.238928538291129,0.0759820132173851,0.3038604300469327,0.1514253196709623,0.19279827591603,,,0.2451546504426272,,71.73642062844691,70.23057448369451,-1.1277244530201072
2,-0.9328859060402684,0.0983225089783639,0.3733470227122151,0.0622109888543404,0.2446433176684212,0.0802667489163522,0.3089951701903181,0.1284136573117001,0.1538883159855759,-0.6896602105672968,-1.1661326652483728,0.2004287434003497,1.35480500405003,74.32701085106346,77.64006661188476,-1.094167406040241
3,-0.8993288590604027,0.0978794169275694,0.3761481043914882,0.0693288109847397,0.2471410703091914,0.0836041139561545,0.3116445873503398,0.1000209302638067,0.0794031116889621,-0.8509308805562475,-2.2323238050933205,0.1277068543059733,2.389006683596877,77.52098370822141,95.72346225248586,-1.0606103590603755
4,-0.8657718120805369,0.0954011174025114,0.3759671231180893,0.07613449890481,0.2466497904403137,0.0857678081536607,0.3113084567792015,0.0648459799452399,-0.0100738432908579,-1.0541943152417623,-2.681627022372232,0.0656238023411263,2.881397081522262,81.52599886328225,120.0304242275978,-1.0270533120805097
5,-0.8322147651006712,0.0916200272220071,0.3757382249817837,0.0815411812858384,0.2446191124964284,0.0865806042539228,0.310178668739106,0.0243595234843772,-0.0338597814214436,-1.2133803135123686,-0.7128652786389321,0.0417117631165821,1.4072912600838308,85.60443959103151,122.23099084163596,-0.9934962651006439
6,-0.7986577181208054,0.0883113102033605,0.3791626350251766,0.0852649846890207,0.2445874795235161,0.0867881474461906,0.3118750572743464,0.006220075692343,0.0508408152419683,-0.5436397939670592,2.5384794204818792,0.0512198968769602,2.5960396749269,88.70323916133803,92.87111599320257,-0.9599392181207782
7,-0.7651006711409396,0.0867190720999464,0.3849686265705152,0.0878708630128169,0.2473660655269639,0.0872949675563816,0.3161673460487396,0.0151894138918385,0.1286400232085872,0.268811334650217,2.331644594404161,0.1295336784990044,2.3470888454105383,-89.52042159305164,-5341.368454177513,-0.9263821711409124
8,-0.7315436241610738,0.0863575772256048,0.3882524052969149,0.0890866205007999,0.2495774034744756,0.0877220988632023,0.3189149043856952,0.0128011380665545,0.0823444057029671,-0.0715766980604592,-1.3874810441244794,0.0833334883847654,1.3893260493886932,-88.87259795160102,19.415293949568856,-0.8928251241610465
9,-0.697986577181208,0.0858595749035405,0.3878450540434218,0.088520868791966,0.2503981066771168,0.0871902218477533,0.3191215803602693,-0.0159403700933779,0.0061940851520685,-0.8613838609370398,-2.2822273891378173,0.0171015230194545,2.439373692490271,-88.8907585070101,-0.5442723898825844,-0.8592680771811808
10,-0.6644295302013423,0.0848920738301344,0.3879438573305074,0.0876949291037257,0.2534557312858138,0.0862935014669301,0.3206997943081606,-0.0268747366880078,0.0472991193174237,-0.3277032945443528,1.231919105854799,0.0544009022007323,1.274760421657854,-88.80607650749343,2.537922063436826,-0.8257110302013151
11,-0.6308724832214765,0.0841745906533116,0.3905866193379481,0.0891699879171037,0.2595823105419071,0.0866722892852076,0.3250844649399276,0.0113522822660595,0.1314087102427674,1.1456649037183049,2.520766960799512,0.1318981555607048,2.76890125180915,-87.81628113351884,29.6641970222154,-0.7921539832214493
12,-0.5973154362416108,0.0841286170202186,0.3918225808394506,0.093318289568763,0.2647336833968973,0.0887234532944908,0.328278132118174,0.0614734468316645,0.0957143010463448,1.5021328041639856,-1.069762513379298,0.1137550530313085,1.844124398292358,-85.8641969404762,58.504021769509606,-0.7585969362415835
13,-0.563758389261745,0.0853281256480678,0.3890540603669583,0.0974387520529891,0.2667227128786175,0.0913834388505284,0.3278883866227878,0.0797198468342943,-0.0116806841774077,0.5468451549239709,-3.218630925786792,0.080571039227105,3.264754915747117,-84.34622305018269,45.49372298581974,-0.7250398892617178
14,-0.5302013422818792,0.0894524991299804,0.3867408794660912,0.098935053395097,0.2679153415181357,0.0941937762625387,0.3273281104921134,0.0842258964638429,-0.0167914924278054,0.1350464424440141,-0.1531710764354942,0.0858833851981339,0.2042031348270452,-85.43733280259545,-32.70059198040248,-0.691482842281852
15,-0.4966442953020133,0.0973642867989894,0.3899154111451723,0.0983953260382453,0.270785486788544,0.0978798064186174,0.3303504489668581,0.1104704342481128,0.090579574667675,0.7865495839441515,3.2179140987656485,0.14285788809143,3.312647188433663,-89.50413196071327,-121.88209265088362,-0.6579257953019861
16,-0.4630872483221476,0.106808725461425,0.3967342339951137,0.0982147827583051,0.2753223929755331,0.1025117541098651,0.3360283134853234,0.1388196111263049,0.1701657697841749,0.8496256806650989,2.3852006528421548,0.2196070892286935,2.5320043348233576,85.95116295461852,5258.40044701294,-0.6243687483221203
17,-0.4295302013422819,0.1141801413538335,0.4022819174353394,0.0990358803183023,0.2804278689278773,0.1066080108360679,0.3413548931816084,0.1227649368492364,0.1596377531354121,-0.4811590692428146,-0.3155249744883963,0.2013838174872046,0.57538687805729,82.91549446513687,-90.97907560884067,-0.5908117013422547
18,-0.3959731543624161,0.118289151089292,0.4057508817967182,0.0995461967552202,0.2850101308146573,0.1089176739222561,0.3453805063056878,0.0692206719137326,0.1206477459764071,-1.604723224840272,-1.168531683087061,0.1390948598237055,1.9850951923572937,81.17622829137697,-52.1258593534436,-0.5572546543623889
19,-0.3624161073825503,0.1209381888688534,0.4094202731756459,0.0992173433431304,0.2884197869612828,0.1100777661059919,0.3489200300684643,0.0347679975145571,0.1060796332500448,-1.032547684290975,-0.4366067750158526,0.1116319947041898,1.121062084063322,79.82320031900099,-40.5502888823971,-0.523697607382523
20,-0.3288590604026845,0.1240245291496761,0.4136696749764486,0.098786147839818,0.2911877524864998,0.111405338494747,0.3524287137314742,0.0397873842783766,0.1051553545357606,0.1504311717428415,-0.0277006607677578,0.112430798873159,0.152960334854807,78.35671114094778,-43.95072461697929,-0.49014056040265724
21,-0.2953020134228188,0.1272947789419749,0.4170636890472301,0.0981222120146148,0.2945960425534649,0.1127084954782949,0.3558298658003475,0.0390556538525822,0.101932629436761,-0.0219299827910409,-0.0965851678021886,0.1091586233045504,0.0990435196496584,76.60147952210713,-52.604344220998605,-0.4565835134227916
22,-0.261744966442953,0.1294294032416727,0.4193731199547904,0.0961362783766593,0.2991672355487255,0.112782840809166,0.3592701777517579,0.0022281317943402,0.1031062522900243,-1.1037219398074507,0.035173512085815,0.1031303245053902,1.104282253939079,74.51899719355616,-62.41205779873027,-0.42302646644292574
