,time,n-xpos,n-ypos,t-xpos,t-ypos,c-xpos,c-ypos,c-xvel,c-yvel,c-xacc,c-yacc,c-speed,c-scacc,a-pos,a-vel,time-aligned
0,-1.0,-0.084061422336798,0.3565665867200016,-0.0695087991020721,0.2903685114917169,-0.076785110719435,0.3234675491058593,,,,,,,-77.6016244392895,,-0.5319524000000229
1,-0.9665551839464884,-0.0862890507468472,0.3604363076052281,-0.0699982809275036,0.294512278463828,-0.0781436658371754,0.3274742930345281,-0.0407159375946156,0.1200822356244391,,,0.1267972037813609,,-76.11947492604936,44.42006533187206,-0.4985075839465113
2,-0.9331103678929766,-0.0868507186153866,0.3621936547789918,-0.0699741287825747,0.2967932263723555,-0.0784124236989807,0.3294934405756737,-0.0080546811729856,0.0605139123220467,0.978858833815085,-1.7852644346371356,0.0610476164425673,2.036009262778065,-75.53047805980613,17.652253733563494,-0.4650627678929995
3,-0.899665551839465,-0.0861096619198154,0.3620502834660226,-0.0694947795102945,0.2978465958930154,-0.0778022207150549,0.329948439679519,0.0182878017160552,0.0136363367785814,0.7894850016695566,-1.404922343960001,0.0228121321306151,1.6115499869440113,-75.49106710214095,1.1811475823731132,-0.4316179518394878
4,-0.8662207357859532,-0.0854074237582385,0.3617948072263533,-0.0690698605275659,0.2989241349851271,-0.0772386421429022,0.3303594711057402,0.016890466697885,0.0123186241624727,-0.0418781723727318,-0.0394918865966614,0.0209054147657639,0.057562057192597,-75.43330579964518,1.731107966905979,-0.398173135785976
5,-0.8327759197324415,-0.0849688875282016,0.3626794803030542,-0.0688831909958067,0.2998163408413807,-0.0769260392620042,0.3312479105722175,0.0093687177092316,0.026626557436881,-0.2254270426169845,0.4288091890432043,0.0282266971580947,0.4844529617526662,-75.64687981073772,-6.400819513262715,-0.36472831973246433
6,-0.7993311036789298,-0.0841217396636613,0.3647428683537795,-0.068629619651849,0.299726509033541,-0.0763756796577551,0.3322346886936602,0.0164942938336375,0.0295737698734095,0.2135537300021744,0.088328045050805,0.0338625101490684,0.2310996303336261,-76.59746623530265,-28.489103633314645,-0.33128350367895265
7,-0.7658862876254181,-0.0828840279105193,0.3671428368630456,-0.0682496460370763,0.2988150376527403,-0.0755668369737978,0.3329789372578929,0.0242410394792401,0.0223051517752063,0.2321701991689073,-0.2178407022438525,0.0329415814852454,0.3183670412216455,-77.91108716031654,-39.36925849192488,-0.29783868762544097
8,-0.7324414715719063,-0.0820650289598389,0.3686934594029497,-0.0683803119251744,0.2976983631557087,-0.0752226704425066,0.3331959112793292,0.0103146812574772,0.0065027179251631,-0.4173733732796067,-0.4735994160852103,0.012193358432261,0.6312661401018196,-79.08971561039135,-35.323529972272055,-0.2643938715719292
9,-0.6989966555183946,-0.0820612045980774,0.3688557685913363,-0.0696024989206689,0.2964381015585953,-0.0758318517593732,0.3326469350749658,-0.0182571823236719,-0.0164528332976058,-0.8562996078266475,-0.6879785581249468,0.0245768270921737,1.0984368506217146,-80.23841563731693,-34.42657423353391,-0.2309490555184175
10,-0.6655518394648829,-0.0824876639726259,0.3683177765452411,-0.0713943195667745,0.2949610645366822,-0.0769409917697002,0.3316394205409617,-0.0332409593504603,-0.0301952407793438,-0.4490642465570945,-0.4118603640880505,0.0449078383387744,0.6093337813076118,-81.40062249780128,-34.8313744400903,-0.1975042394649058
11,-0.6321070234113713,-0.082913957867616,0.3680388126095415,-0.072429033431035,0.2937011539858808,-0.0776714956493255,0.3308699832977112,-0.0218932231655937,-0.0230600572402735,0.3400919935524449,0.2138416645076022,0.0317974756938845,0.4017347651845159,-81.97169807761193,-17.11515224207752,-0.16405942341139412
